id,title,artist,genre,mood,popularity,energy,tempo_bpm,valence,danceability,acousticness,liveness,instrumentalness,speechiness
54157,Running on Empty,Jackson Browne,piano,happy,61,0.948,136.891,0.498,0.531,0.006,0.694,0.0117,0.0568
54158,Dear,Daigo Hanada,piano,sad,58,0.0168,92.277,0.177,0.335,0.989,0.0998,0.856,0.0479
54159,"Stay Close, Don't Go",Secondhand Serenade,piano,melancholic,50,0.487,175.663,0.342,0.528,0.686,0.0618,0.0,0.033
54160,Yuri on Ice (Yuri!!! on Ice Original Soundtrack),F.B. Piano Anime,piano,sad,34,0.239,77.321,0.0599,0.253,0.95,0.125,0.908,0.0306
54161,First Light,Marika Takeuchi,piano,relaxed,48,0.495,179.836,0.461,0.254,0.946,0.109,0.87,0.0382
54162,Sad Song (Rj Remix) [feat. Olivia Holt],We The Kings,piano,energetic,21,0.843,99.91,0.771,0.577,0.0707,0.109,0.0,0.101
54163,Lille fugl,Jacob David,piano,sad,26,0.18,45.647,0.177,0.381,0.924,0.111,0.873,0.0279
54164,Snowfall in a Forest,Jackson Love,piano,sad,58,0.0096,91.129,0.0965,0.425,0.995,0.108,0.957,0.044
54165,drivers license - Piano Arrangement,Karim Kamar,piano,sad,40,0.081,128.876,0.034,0.344,0.983,0.103,0.9,0.0564
54166,Ombro,Teide,piano,sad,46,0.0469,145.452,0.0462,0.224,0.951,0.11,0.88,0.0371
54167,Alt jeg tør,Elise Lindahl,piano,sad,50,0.0018,109.399,0.0782,0.415,0.994,0.126,0.944,0.0469
54168,Chaconne in sol maggiore : Variazione 9,Lazar Berman,piano,melancholic,58,0.0018,98.691,0.475,0.387,0.995,0.0996,0.919,0.0632
54169,"Waltz, Interrupted",Piotr Wiese,piano,sad,57,0.0714,129.905,0.198,0.48,0.995,0.11,0.936,0.044
54170,The Far West,Lihua Zhao,piano,melancholic,58,0.0414,132.344,0.538,0.507,0.988,0.107,0.942,0.0395
54171,Girasole,Teide,piano,melancholic,38,0.0592,126.421,0.374,0.355,0.97,0.105,0.947,0.0418
54172,Still With You (Lo-Fi Jazzhop),Paintamelody,piano,chill,30,0.368,173.237,0.605,0.637,0.867,0.161,0.917,0.0399
54173,Shu's Sonata,Mayumi Sasaki,piano,sad,49,0.0224,73.883,0.12,0.198,0.99,0.107,0.87,0.0377
54174,In The Name Of Love - Acoustic,Gavin Mikhail,piano,relaxed,36,0.483,133.917,0.503,0.615,0.892,0.175,0.0,0.0351
54175,Ordinary Human,OneRepublic,piano,angry,44,0.719,99.992,0.276,0.282,0.196,0.107,0.000358,0.0335
54176,Hello Hello,Elton John,piano,focused,55,0.597,83.052,0.414,0.576,0.523,0.369,0.0,0.0241
54177,Gocce d'acqua,Andrea Binotto,piano,melancholic,58,0.0056,133.188,0.259,0.381,0.995,0.0963,0.904,0.0443
54178,Venetian Spring,Léa Corbelin,piano,sad,50,0.0225,67.898,0.0711,0.331,0.994,0.109,0.893,0.0743
54179,Wanted - from One Night In Malibu,OneRepublic,piano,happy,48,0.528,145.833,0.676,0.678,0.226,0.0695,0.0,0.0779
54180,The Scent of Rain,BigRicePiano,piano,melancholic,46,0.143,115.878,0.444,0.472,0.896,0.0705,0.0712,0.0655
54181,Amazonas,João Donato,piano,chill,31,0.436,83.034,0.619,0.77,0.724,0.0996,0.865,0.0627
54182,Are You Ready For Love? - Remastered,Elton John,piano,energetic,64,0.748,116.532,0.752,0.803,0.254,0.113,0.00212,0.0314
54183,This City at Night,BigRicePiano,piano,sad,47,0.0536,76.116,0.109,0.503,0.993,0.348,0.898,0.0415
54184,You May Be Right,Billy Joel,piano,energetic,65,0.945,150.792,0.961,0.567,0.175,0.35,3e-06,0.0458
54185,Steven's Last Night in Town,Ben Folds Five,piano,moody,31,0.699,112.935,0.23,0.514,0.0235,0.547,0.000709,0.0654
54186,I Want You To Love Me,Fiona Apple,piano,happy,59,0.504,141.369,0.712,0.528,0.559,0.0936,0.0414,0.09
54187,"MFEO - Pt. 1: Made for Each Other, Pt. 2: You Can Breathe - 2015 Remastered",Jack's Mannequin,piano,angry,30,0.887,116.153,0.158,0.48,0.0223,0.417,2.2e-05,0.0872
54188,Cornflake Girl - 2015 Remaster,Tori Amos,piano,happy,33,0.684,133.803,0.847,0.621,0.518,0.366,0.00761,0.0289
54189,"Mother Sea (From ""One Piece"")",LucasPianoRoom,piano,sad,43,0.0392,74.165,0.179,0.337,0.984,0.0882,0.939,0.0522
54190,Une barque sur l'océan from Miroirs,André Laplante,piano,sad,49,0.113,68.081,0.0308,0.292,0.981,0.0871,0.887,0.0403
54191,Fingertips,OneRepublic,piano,sad,48,0.281,130.857,0.0507,0.357,0.901,0.0927,3.5e-05,0.0417
54192,"Fukashigi no Carte (From ""Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai"") [Ending]",Fonzi M,piano,sad,44,0.255,99.062,0.116,0.405,0.981,0.124,0.871,0.0478
54193,Letters,Ever So Blue,piano,melancholic,34,0.0959,182.65,0.369,0.261,0.992,0.103,0.868,0.042
54194,A Quiet Triumph,Jean DeVoite,piano,melancholic,55,0.0058,79.681,0.332,0.631,0.992,0.107,0.939,0.0628
54195,Lambay,Niall Byrne,piano,melancholic,57,0.0067,146.922,0.345,0.312,0.994,0.0988,0.946,0.0372
54196,Dans,Frode Gjermundsen,piano,sad,57,0.115,176.005,0.193,0.418,0.99,0.088,0.954,0.0507
54197,Stundom,Jacob David,piano,melancholic,53,0.0346,122.709,0.223,0.39,0.994,0.116,0.938,0.0448
54198,De seu,Mirta da Silva,piano,melancholic,49,0.0343,178.422,0.312,0.322,0.995,0.106,0.95,0.0444
54199,Revenons à nos moutons,Dagmar Collier,piano,sad,50,0.0094,94.092,0.165,0.275,0.995,0.13,0.872,0.0521
54200,"Scene I, Kyoto",Umitaro Abe,piano,melancholic,53,0.138,168.644,0.214,0.199,0.756,0.0904,0.7,0.0373
54201,Forever Rain,Smyang Piano,piano,sad,38,0.323,97.807,0.136,0.386,0.915,0.239,0.919,0.0369
54202,"Fragment, Pt. 1",Daigo Hanada,piano,sad,49,0.0107,75.623,0.0983,0.355,0.993,0.106,0.969,0.0405
54203,"I Will (From ""Ao Haru Ride"")",Kenzie Smith Piano,piano,melancholic,42,0.172,141.795,0.302,0.452,0.982,0.0953,0.907,0.0889
54204,Skymning,Vanja Lind,piano,melancholic,57,0.0041,101.043,0.437,0.256,0.995,0.12,0.913,0.0396
54205,Røgslør,Ledetraad,piano,melancholic,58,0.143,114.928,0.235,0.454,0.959,0.111,0.958,0.0558
54206,Howthian,Niall Byrne,piano,sad,58,0.0178,61.485,0.164,0.384,0.994,0.114,0.939,0.0314
54207,Wisteria Blue,Anna Landström,piano,sad,53,0.0321,76.268,0.185,0.319,0.985,0.108,0.956,0.0337
54208,The Farewell,Reivaj Ebol,piano,melancholic,57,0.0206,86.998,0.215,0.41,0.993,0.0793,0.918,0.0434
54209,Good Life - from One Night In Malibu,OneRepublic,piano,focused,48,0.663,94.991,0.599,0.686,0.0176,0.0713,0.0,0.0415
54210,Like Before,Ole-Bjørn Talstad,piano,melancholic,58,0.0345,48.281,0.34,0.56,0.987,0.102,0.918,0.0353
54211,Blue & Grey - Midnight Edit,Smyang Piano,piano,sad,36,0.296,59.97,0.0986,0.544,0.96,0.275,0.911,0.0332
54212,Le notti rosse,Marinella Necchi,piano,sad,57,0.0138,82.431,0.175,0.339,0.992,0.0866,0.902,0.0337
54213,Arcticgrey,The Masked Pianoman,piano,melancholic,54,0.003,75.425,0.27,0.41,0.991,0.102,0.965,0.0476
54214,Come Sunday,Tommy Flanagan,piano,sad,31,0.0216,68.355,0.0392,0.421,0.995,0.126,0.932,0.0411
54215,"Tear Up This Town - Orchestral Version / From ""A Monster Calls"" Original Motion Picture Soundtrack",Keane,piano,focused,52,0.637,141.919,0.391,0.522,0.398,0.0993,3e-06,0.0354
54216,Poem of the Rain,BigRicePiano,piano,melancholic,45,0.161,145.108,0.313,0.59,0.992,0.0708,0.839,0.0413
54217,Almost Like Being In Love,Red Garland,piano,chill,57,0.346,93.689,0.697,0.561,0.873,0.104,0.399,0.0409
54218,"Suite bergamasque, L.75: 3. Clair de lune",Claudio Arrau,piano,sad,0,0.0081,72.104,0.0397,0.289,0.995,0.108,0.92,0.0547
54219,Cantaloupe Island - Remastered,Herbie Hancock,piano,focused,60,0.583,116.11,0.414,0.515,0.749,0.123,0.000294,0.0284
54220,Goodbye Stranger - 2010 Remastered,Supertramp,piano,moody,67,0.668,125.391,0.338,0.42,0.607,0.0585,0.016,0.0517
54221,Won't Stop,OneRepublic,piano,moody,43,0.568,91.96,0.3,0.384,0.379,0.122,0.0,0.0278
54222,Geniality,Crimson Memoirs,piano,melancholic,57,0.131,96.725,0.305,0.22,0.972,0.101,0.896,0.029
54223,Au Revoir,OneRepublic,piano,moody,38,0.528,117.04,0.108,0.517,0.913,0.123,0.309,0.0293
54224,Ungodly Hour,The Fray,piano,sad,45,0.274,81.928,0.183,0.563,0.482,0.245,0.000135,0.0333
54225,Amihan,Grace Valiery,piano,sad,51,0.0091,123.324,0.168,0.342,0.984,0.114,0.945,0.0429
54226,Marietta,Isaac Nash,piano,melancholic,50,0.0626,89.895,0.263,0.317,0.995,0.0956,0.964,0.0518
54227,Vilma,Ledetraad,piano,melancholic,57,0.21,204.592,0.22,0.211,0.964,0.1,0.847,0.0563
54228,Hvile,Frode Gjermundsen,piano,sad,45,0.0556,80.348,0.108,0.406,0.99,0.101,0.94,0.039
54229,Fiore,Alvize Fantacone,piano,sad,55,0.0157,47.745,0.0639,0.606,0.996,0.0898,0.942,0.0683
54230,Contemplation,Sorrel Hauer,piano,sad,55,0.0261,127.878,0.074,0.58,0.993,0.0891,0.948,0.0851
54231,When I Fell for You,David Hazeltine,piano,melancholic,54,0.283,130.373,0.23,0.471,0.927,0.13,0.671,0.0308
54232,Pool of light,Valérie Beaumont,piano,melancholic,45,0.131,124.149,0.318,0.439,0.995,0.1,0.937,0.0421
54233,Home full of solipsism,Biba Dupont,piano,sad,56,0.0431,95.694,0.172,0.479,0.996,0.0914,0.94,0.0378
54234,Goodwill,Rick Gallagher Project,piano,sad,58,0.056,211.567,0.184,0.236,0.992,0.0975,0.926,0.0437
54235,Something (Nothing),Christopher Dicker,piano,sad,52,0.055,138.428,0.155,0.399,0.991,0.11,0.915,0.0431
54236,Apologize - Piano Arrangement,Ingrid Olsson,piano,sad,40,0.0502,99.901,0.123,0.614,0.995,0.101,0.956,0.0603
54237,I Think I'm Going To Kill Myself,Elton John,piano,happy,57,0.539,137.598,0.718,0.627,0.526,0.129,4e-06,0.0274
54238,Danderlion,Aron Edwards,piano,melancholic,50,0.224,178.22,0.734,0.126,0.982,0.106,0.893,0.0299
54239,Angels On The Moon,Thriving Ivory,piano,angry,56,0.8,151.011,0.204,0.441,0.267,0.101,0.0,0.0365
54240,Seeds Of Life,Aestivum,piano,melancholic,50,0.0317,149.082,0.493,0.316,0.992,0.105,0.888,0.039
54241,Apelblom,Alfred Janders,piano,melancholic,51,0.0276,66.873,0.323,0.409,0.995,0.107,0.938,0.0392
54242,Boy With Luv,Smyang Piano,piano,sad,37,0.0527,70.706,0.138,0.291,0.993,0.204,0.942,0.0536
54243,"Orfeo ed Euridice, Act II: Dance of the Blessed Spirits, ""Mélodie"" (arr. I. Friedman for piano)",Ignaz Friedman,piano,sad,54,0.004,128.238,0.0597,0.38,0.995,0.0726,0.899,0.0446
54244,Bruised,Jack's Mannequin,piano,happy,30,0.94,135.82,0.39,0.531,0.0042,0.136,0.0,0.0485
54245,If I Lose Myself - Acoustic,OneRepublic,piano,focused,29,0.59,139.971,0.59,0.542,0.653,0.133,0.0,0.0278
54246,Shigatsu Wa Kimi No Uso - Hikaru Nara [Soft Version],Kenzie Smith Piano,piano,melancholic,42,0.198,99.994,0.218,0.638,0.924,0.117,0.847,0.0505
54247,Something About The Way You Look Tonight,Elton John,piano,focused,55,0.52,143.503,0.511,0.48,0.208,0.0788,0.000374,0.0268
54248,This Mess We're In,PJ Harvey,piano,focused,59,0.572,126.302,0.406,0.541,0.0266,0.0925,0.186,0.0277
54249,Strange Vine,Delta Spirit,piano,happy,31,0.748,121.854,0.586,0.426,0.204,0.109,0.0,0.0361
54250,Someone Else's Arms,Mae,piano,happy,30,0.893,142.022,0.525,0.519,0.001,0.433,0.000931,0.0758
54251,Skyline Pigeon - Piano Version,Elton John,piano,focused,58,0.549,132.462,0.428,0.546,0.333,0.158,2e-06,0.0289
54252,Not Your Concern,The Hush Sound,piano,energetic,30,0.758,135.992,0.703,0.575,0.157,0.0853,0.0,0.031
54253,Don't Let The Sun Go Down On Me,Elton John,piano,relaxed,62,0.446,139.701,0.354,0.424,0.121,0.0921,2e-06,0.0261
54254,Moanin',Bobby Timmons,piano,chill,30,0.429,106.285,0.622,0.546,0.973,0.128,0.885,0.0306
54255,Time Alone,Eliane Elias,piano,sad,31,0.133,92.333,0.0572,0.248,0.939,0.295,0.403,0.0323
54256,NbHD,OneRepublic,piano,angry,47,0.804,97.005,0.343,0.547,0.0011,0.687,3e-06,0.0424
54257,"Waltz No. 1, Op. 6 ""Collapse""",Hikaru Shirosu,piano,melancholic,52,0.0758,154.438,0.412,0.537,0.993,0.225,0.9,0.043
54258,Vals De Rodrigues,Eric Badanti,piano,sad,49,0.0368,111.355,0.119,0.418,0.993,0.0848,0.944,0.0499
54259,Blund,Jacob David,piano,sad,51,0.0444,104.841,0.123,0.268,0.962,0.111,0.942,0.0356
54260,Obito's Theme (Naruto Shippuden Original Soundtrack),PianoDeuss,piano,sad,39,0.12,127.893,0.1,0.342,0.964,0.114,0.852,0.0345
54261,Kanade,Hideyuki Hashimoto,piano,melancholic,56,0.161,73.436,0.331,0.586,0.992,0.106,0.945,0.0399
54262,The Chapel,Edgar De Vries,piano,sad,48,0.0325,71.169,0.195,0.604,0.993,0.0956,0.951,0.0629
54263,Drifting Sand,William Cas,piano,melancholic,57,0.0343,77.125,0.291,0.336,0.916,0.0992,0.9,0.0357
54264,Onthou,Ever So Blue,piano,melancholic,44,0.05,138.484,0.41,0.307,0.996,0.105,0.94,0.0345
54265,At My Worst - Piano Version,Kim Bo,piano,sad,42,0.108,184.01,0.103,0.442,0.987,0.0772,0.929,0.0511
54266,Silent Alleys,Luis Berra,piano,melancholic,44,0.111,97.538,0.487,0.479,0.994,0.122,0.94,0.0379
54267,Song For Katie,Elliott Jacqués,piano,sad,40,0.0228,58.658,0.101,0.507,0.99,0.135,0.918,0.0321
54268,Toujours,Anne Vallayer,piano,melancholic,48,0.155,137.284,0.494,0.457,0.969,0.0995,0.953,0.0973
54269,Running Up That Hill (A Deal With God) - Piano Version,Philip,piano,sad,42,0.0569,189.937,0.163,0.388,0.935,0.109,0.932,0.0614
54270,Rescued,Norman Dück,piano,sad,40,0.034,118.04,0.199,0.654,0.99,0.0943,0.883,0.0398
54271,Underverse,Carla Simmons,piano,sad,51,0.0192,66.861,0.138,0.315,0.983,0.107,0.938,0.0484
54272,What You Wanted,OneRepublic,piano,angry,38,0.843,119.988,0.219,0.553,0.0026,0.108,0.184,0.0404
54273,Storytelling,Albin Svensson,piano,sad,49,0.0402,102.655,0.0375,0.396,0.995,0.12,0.944,0.0406
54274,Heartbeat - Lofi Edit,Smyang Piano,piano,sad,35,0.329,129.987,0.108,0.666,0.864,0.123,0.927,0.0266
54275,Bedshaped,Keane,piano,sad,58,0.407,74.937,0.0922,0.501,0.633,0.0918,0.000198,0.0301
54276,"Hayat Ağacı Süiti, Op. 100: III. Ece",Fazıl Say,piano,melancholic,29,0.109,108.154,0.229,0.291,0.986,0.12,0.884,0.043
54277,Nyári séta,Bodor Vencel,piano,sad,48,0.0716,80.818,0.145,0.551,0.996,0.11,0.961,0.0504
54278,Wish Your Way,Eric Sebastian,piano,sad,56,0.0651,85.008,0.0397,0.388,0.966,0.111,0.925,0.0387
54279,Konbini,BigRicePiano,piano,melancholic,45,0.0005,67.505,0.603,0.557,0.996,0.144,0.937,0.508
54280,Adelaide,Ben Folds,piano,happy,29,0.866,129.227,0.528,0.578,0.0047,0.0805,0.216,0.0326
54281,The Rain's Tale,BigRicePiano,piano,melancholic,45,0.081,150.032,0.261,0.547,0.982,0.283,0.843,0.0349
54282,Pluvius,BigRicePiano,piano,sad,45,0.0679,127.816,0.078,0.285,0.867,0.247,0.556,0.0391
54283,Royal In The Afternoon,The Whitlams,piano,energetic,30,0.913,147.925,0.849,0.475,0.0402,0.104,3.6e-05,0.048
54284,Miss Delaney - 2015 Remastered,Jack's Mannequin,piano,happy,29,0.915,118.986,0.399,0.476,0.0005,0.221,6e-06,0.0483
54285,Take The Long Way Home - 2010 Remastered,Supertramp,piano,happy,66,0.7,76.79,0.37,0.414,0.22,0.114,0.000721,0.0301
54286,Sous Le Ciel De Paris,Jacky Terrasson,piano,sad,30,0.119,77.361,0.0785,0.363,0.176,0.218,0.708,0.0456
54287,"The Seasons, Op. 37a: X. October, Autumn Song",Axel Gillison,piano,sad,0,0.0152,138.348,0.0516,0.414,0.995,0.0725,0.917,0.0591
54288,Lovely (Piano Arrangement),The Theorist,piano,sad,45,0.247,119.585,0.13,0.434,0.983,0.112,0.91,0.0442
54289,Always Love You,Elton John,piano,moody,50,0.655,122.999,0.244,0.687,0.253,0.114,5e-06,0.0414
54290,Yamasá,Teide,piano,sad,45,0.0715,104.424,0.173,0.43,0.972,0.108,0.897,0.0361
54291,Timid Scripts,Christopher Dicker,piano,melancholic,48,0.0494,147.822,0.222,0.34,0.984,0.1,0.917,0.0442
54292,Time is the Longest Distance,Danielle Fleur,piano,melancholic,54,0.0044,69.962,0.278,0.427,0.994,0.107,0.897,0.0424
54293,Heartbreak Anniversary - Piano Arrangement,The Theorist,piano,sad,44,0.261,133.232,0.198,0.368,0.966,0.104,0.804,0.0564
54294,Piha,Alexander Luchs,piano,melancholic,57,0.0089,106.89,0.405,0.51,0.993,0.0917,0.958,0.044
54295,Sweet Redolence,Cedric Armfeldt,piano,melancholic,49,0.0307,131.514,0.386,0.395,0.991,0.109,0.896,0.0482
54296,Like A Whisper,Lydia Barnes,piano,melancholic,52,0.0099,95.894,0.249,0.419,0.991,0.0888,0.854,0.0395
54297,Lost Words,Ole-Bjørn Talstad,piano,melancholic,51,0.0245,154.272,0.432,0.287,0.994,0.105,0.908,0.0364
54298,Views Of Nature,Tiphaine Calvet,piano,melancholic,56,0.0349,80.627,0.487,0.485,0.993,0.111,0.978,0.0526
54299,Hearts of Us,Niels Wang,piano,melancholic,53,0.052,77.457,0.269,0.267,0.991,0.116,0.919,0.0343
54300,Love is A Choice,Kris Bowers,piano,melancholic,52,0.0585,97.545,0.209,0.239,0.991,0.121,0.969,0.0373
54301,"Ikki's Theme (From ""Saint Seiya"") - Instrumental",RMaster,piano,sad,28,0.224,123.311,0.139,0.388,0.849,0.162,0.941,0.0347
54302,Where Stars Are Born,Andrea Monet,piano,sad,56,0.0631,134.841,0.16,0.475,0.989,0.103,0.953,0.0369
54303,She's Got a Way,Billy Joel,piano,sad,54,0.142,75.859,0.196,0.495,0.97,0.113,2e-06,0.0436
54304,Gary's Theme - Remastered,Bill Evans,piano,sad,56,0.08,122.044,0.0546,0.421,0.903,0.135,0.859,0.04
54305,My Little Brown Book,Duke Ellington,piano,melancholic,59,0.187,70.334,0.217,0.372,0.942,0.161,0.139,0.0323
54306,Samson,Regina Spektor,piano,sad,56,0.193,89.154,0.184,0.49,0.862,0.113,1e-05,0.0421
54307,Your Skyblue Portrait,BigRicePiano,piano,melancholic,45,0.0086,161.488,0.265,0.532,0.995,0.0983,0.948,0.0463
54308,Your Love is Strong,Mezzo Piano,piano,sad,28,0.0416,130.079,0.0393,0.707,0.99,0.112,0.939,0.0555
54309,Losing Lisa,Ben Folds,piano,happy,29,0.842,133.373,0.521,0.568,0.0746,0.0982,3e-06,0.0311
54310,Hallelujah I Love Her So,Ray Charles,piano,happy,30,0.6,146.966,0.68,0.609,0.765,0.175,0.0,0.227
54311,Sally’s Blues,Vince Guaraldi,piano,relaxed,29,0.373,143.726,0.574,0.625,0.91,0.34,0.962,0.111
54312,Into the Airwaves - 2015 Remastered,Jack's Mannequin,piano,energetic,29,0.902,175.976,0.603,0.319,0.0413,0.356,0.0,0.078
54313,Brasileirinho,Eudóxia De Barros,piano,chill,27,0.314,105.85,0.928,0.427,0.96,0.096,0.895,0.0367
54314,Nederlag,Jacob David,piano,sad,58,0.0709,206.563,0.174,0.208,0.988,0.0923,0.964,0.0478
54315,Cannonball,Skylar Grey,piano,happy,46,0.798,103.036,0.397,0.577,0.0523,0.46,0.000922,0.0556
54316,Kids - Seeb Remix,OneRepublic,piano,happy,43,0.853,102.074,0.443,0.634,0.13,0.0774,0.0,0.0537
54317,Zanzibar,Billy Joel,piano,chill,62,0.46,148.172,0.705,0.589,0.271,0.224,4.9e-05,0.0511
54318,Loopholes,Biba Dupont,piano,sad,44,0.168,133.078,0.0387,0.316,0.987,0.108,0.902,0.0302
54319,Mursejler,Jacob David,piano,melancholic,48,0.068,116.881,0.252,0.475,0.942,0.124,0.899,0.0345
54320,Another Love - Piano Version,Philip,piano,sad,42,0.156,73.365,0.102,0.322,0.989,0.121,0.939,0.0599
54321,When Sunny Gets Blue,McCoy Tyner,piano,sad,59,0.114,60.484,0.114,0.427,0.843,0.0966,0.863,0.0509
54322,Purity,Yao Chen,piano,melancholic,53,0.153,75.194,0.508,0.368,0.96,0.111,0.863,0.026
54323,A Bad Dream,Keane,piano,angry,54,0.729,145.055,0.279,0.408,0.0073,0.172,4e-06,0.0302
54324,Donde Nadas,Lupe Sinsonte,piano,sad,53,0.0323,98.443,0.196,0.323,0.995,0.089,0.934,0.0376
54325,Across the Universe,Fiona Apple,piano,relaxed,60,0.481,129.881,0.548,0.578,0.431,0.0951,0.00299,0.0317
54326,Foreigners,Kotono Tanaka,piano,sad,49,0.0656,106.375,0.179,0.414,0.995,0.118,0.942,0.0328
54327,Dorénevant,Élise Aucoin,piano,melancholic,50,0.0256,130.615,0.474,0.461,0.996,0.109,0.944,0.052
54328,Shigatsu Wa Kimi No Uso - Otouto Mitai na Sonzai,Kenzie Smith Piano,piano,sad,41,0.164,129.087,0.107,0.448,0.955,0.106,0.858,0.0943
54329,Wiegenlieden,Gunnel Boek,piano,melancholic,55,0.0046,59.022,0.255,0.39,0.994,0.116,0.958,0.0403
54330,Crystal moon,Stephanie Middleton,piano,melancholic,49,0.032,85.909,0.232,0.375,0.988,0.0922,0.842,0.0452
54331,Julianne,Ben Folds Five,piano,energetic,28,0.872,142.534,0.842,0.463,0.0096,0.199,5.7e-05,0.0574
54332,Epiphany - Jin Demo Version,Smyang Piano,piano,sad,36,0.0841,135.918,0.0713,0.634,0.985,0.11,0.943,0.0356
54333,"Circle of Life - From ""The Lion King""/Soundtrack Version",Elton John,piano,sad,55,0.387,160.587,0.137,0.3,0.264,0.106,0.215,0.0331
54334,Don't Start Now - Piano Version,Flying Fingers,piano,sad,47,0.0995,112.732,0.113,0.552,0.989,0.126,0.848,0.0572
54335,Lightning In A Bottle,The Summer Set,piano,energetic,53,0.865,128.992,0.772,0.656,0.0949,0.298,0.0,0.0335
54336,Is It Any Wonder?,Keane,piano,energetic,60,0.955,129.352,0.816,0.489,0.0,0.334,0.000178,0.0363
54337,Dat Dere,Bobby Timmons,piano,relaxed,29,0.337,68.434,0.383,0.461,0.941,0.121,0.868,0.0372
54338,Fired,Ben Folds,piano,happy,28,0.864,158.01,0.507,0.453,0.0051,0.0642,0.000843,0.035
54339,You're Only Human (Second Wind),Billy Joel,piano,energetic,51,0.795,130.803,0.877,0.759,0.0356,0.0678,1.1e-05,0.062
54340,I Know Why (And So Do You),Red Garland,piano,sad,56,0.0847,111.49,0.0431,0.528,0.984,0.131,0.893,0.0405
54341,Streetwalker,Delta Spirit,piano,energetic,30,0.713,125.94,0.626,0.589,0.139,0.129,0.00102,0.0335
54342,Draw A Crowd,Ben Folds Five,piano,energetic,29,0.746,112.214,0.678,0.722,0.101,0.0509,0.0,0.0367
54343,Baby Lullaby,Piano Peace,piano,sad,27,0.0055,69.492,0.138,0.203,0.991,0.0777,0.901,0.0455
54344,"""Farewell"" Jingle Bells",Dave Brubeck,piano,sad,29,0.004,90.026,0.0385,0.444,0.996,0.0599,0.908,0.075
54345,Mann Mera,Gajendra Verma,pop-film,happy,74,0.765,191.827,0.373,0.535,0.054,0.0921,0.0,0.0444
54346,Jaan 'Nisaar (Arijit),Arijit Singh,pop-film,melancholic,71,0.392,91.796,0.257,0.481,0.478,0.122,0.0,0.0246
54347,Jhoom - R&B Mix,Ali Zafar,pop-film,chill,73,0.4,79.972,0.617,0.662,0.735,0.0863,1.7e-05,0.0548
54348,Tum Hi Ho,Arijit Singh,pop-film,melancholic,71,0.449,94.058,0.317,0.528,0.785,0.122,0.0,0.025
54349,Qaafirana,Arijit Singh,pop-film,melancholic,71,0.433,169.92,0.207,0.417,0.0726,0.123,0.0,0.0415
54350,"Ghungroo (From ""War"")",Vishal-Shekhar,pop-film,energetic,71,0.727,118.034,0.864,0.695,0.0744,0.533,0.000175,0.0323
54351,Khuda Jaane,Vishal-Shekhar,pop-film,happy,72,0.632,78.936,0.716,0.382,0.391,0.0922,0.000486,0.0411
54352,Tu Jaane Na,Atif Aslam,pop-film,energetic,72,0.86,120.042,0.829,0.702,0.361,0.133,1e-06,0.0345
54353,"Galliyan Returns (From ""Ek Villain Returns"")",Ankit Tiwari,pop-film,moody,77,0.612,85.959,0.241,0.43,0.432,0.0955,2e-06,0.0392
54354,Pehla Pyaar,Armaan Malik,pop-film,energetic,76,0.713,124.868,0.611,0.607,0.56,0.101,5e-05,0.03
54355,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,pop-film,melancholic,72,0.396,70.368,0.306,0.427,0.736,0.11,0.0,0.0366
54356,Jeena Jeena,Atif Aslam,pop-film,relaxed,72,0.344,104.984,0.548,0.682,0.789,0.121,0.0,0.0281
54357,"Rait Zara Si (From ""Atrangi Re"")",A.R. Rahman,pop-film,melancholic,72,0.495,125.998,0.244,0.563,0.781,0.0837,0.0,0.0362
54358,"Thenmozhi (From ""Thiruchitrambalam"")",Santhosh Narayanan,pop-film,happy,79,0.532,123.95,0.859,0.764,0.598,0.26,0.0,0.0491
54359,"Srivalli (From ""Pushpa The Rise Part - 01"")",Javed Ali,pop-film,happy,74,0.603,106.984,0.743,0.787,0.435,0.101,0.0,0.034
54360,"Mere Yaaraa (From ""Sooryavanshi"")",Arijit Singh,pop-film,focused,73,0.539,120.526,0.486,0.324,0.713,0.118,3.1e-05,0.038
54361,Chand Sifarish,Jatin-Lalit,pop-film,happy,72,0.665,122.043,0.861,0.829,0.242,0.123,1.7e-05,0.0868
54362,Fitoor,Mithoon,pop-film,melancholic,74,0.481,138.997,0.212,0.516,0.819,0.0893,3e-06,0.0433
54363,Tu / You,Armaan Malik,pop-film,relaxed,71,0.471,110.026,0.426,0.717,0.792,0.327,1e-06,0.0348
54364,Soch Na Sake,Amaal Mallik,pop-film,focused,71,0.667,151.728,0.516,0.505,0.597,0.213,0.0,0.0323
54365,"Bandeya (feat. Arijit Singh) - From ""Dil Juunglee""",Shaarib Toshi,pop-film,focused,71,0.551,89.459,0.415,0.465,0.619,0.109,6e-06,0.0362
54366,Meri Jaan,Neeti Mohan,pop-film,chill,72,0.432,104.018,0.693,0.745,0.629,0.351,0.0,0.0406
54367,Nazm Nazm,Arko,pop-film,focused,71,0.627,82.008,0.557,0.62,0.497,0.133,0.0,0.0307
54368,Ishq Wala Love,Vishal-Shekhar,pop-film,melancholic,70,0.295,135.041,0.694,0.711,0.534,0.0782,4.5e-05,0.0334
